image_id,Macroalgae,Rubble,Crustose coralline algae,Bare substrate,Sand,Turf algae,Porites,Hard coral,Soft coral,Acropora,Tape,Pocillopora,Dead coral,Montipora,Cyanobacteria,Sponge
2f8d9a68-c533-4f79-8798-536fbd06cca9,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2f9940e5-8341-461d-b7a7-83b08ec1df37,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
2f9a39e8-2a80-41b8-a95b-bbee719bc1e7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2fabc4de-7dcd-4f7b-a771-28538b6ef8f6,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
2fb9fa94-46c9-4d44-85d5-6f4ddaae5270,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2fbf034f-f561-4bd7-82e0-e6b3feb87fed,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0
2fc8e723-9748-4196-85c6-4cff89992023,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
2fd67008-d484-4b76-b911-d8e6fd461f3b,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0
2fd965ef-8750-46d7-b961-a939bcc8f15a,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
2fe77192-811b-423f-8c67-d44ec1f50ce8,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0
2ff05b08-8e36-4f26-ba84-2c712b4b4fc7,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2ff3ac26-7c2b-49f7-b3b1-c6e52a55de2f,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
2ff68c0b-0d97-4307-a621-ef050f197d4d,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
3003f646-3470-4be7-8705-b96ca8eef35b,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
300f4f77-7f5c-41ed-9eb9-0c1f9df5e12f,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3010057e-89da-4a5b-b6e8-556a28e37a7d,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
30111cff-be41-4950-9298-8cb8229464c6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
30206846-93e5-4f21-ae93-cd699135b54b,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
30273520-6807-4590-952d-c6894be9c774,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
302843ad-4f71-44fe-b7bc-f0dc08ba5b52,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
302bd34f-e39d-40d9-b824-6ea7e7ede6d1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3036aeac-7f0e-4102-ac8a-f4328f1e451e,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3036b5ab-32c1-4006-bb39-4974818207a2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
30512dbc-f5f1-413c-884e-12e205e9b503,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
309346f6-09c0-471b-80e4-b411f0f3951b,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
309cfcfc-a990-453b-9b62-89fb9f5c236d,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0
30e847ef-a961-41ab-8465-8fdd1c329a79,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0
30ec422d-6fa6-4764-91a7-d7f65a07429d,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
30eec493-d41b-49b5-baf7-b08c4772e928,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
30f595fc-7899-4b92-b7be-846a1949cb16,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
30fd16dc-330c-47a9-8699-a247f507f63e,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
31005bd6-81a2-41fa-a43f-55e967f37325,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3116db67-e534-477a-8315-1967782ef9e0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0
31230a25-27bd-4956-a072-0cc319b6ebb1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
313349a6-0e35-4721-bb7a-73ebdb0a527f,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3160dbca-c1f1-452b-bec6-e402ca87b648,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
317bfbbc-5940-415a-a7b1-9e48bce20ecc,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
3184c8fe-3387-4504-ba02-256fa5992049,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
31979c01-ce69-4418-9cb9-6083945c3329,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
31a3d803-c7b1-4f8b-a39a-1f23eaa7f044,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0
31ac2821-34be-4c28-8c00-570d12ace758,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
31b99b45-2c29-4116-9dc6-0e423cdf205f,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
31b9c281-033a-4d0b-9776-3de4e8d8c965,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
31d047e0-0717-44d8-a540-ef23328e07d2,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0
31d1128b-c57b-40bd-87ba-d33693cf9933,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0
31dcccf0-cb82-4f55-a3c9-2b3dfa4c25ec,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
31e02d23-aac7-4082-bb60-2b5355f13dfc,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0
31f25225-c858-496f-b998-7302ce4f1657,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31f696e3-b2b5-471b-8d78-973643f09239,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31fd3db7-126c-4d2a-8b82-c34e6f9656fd,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
32293938-4e15-4bef-868f-a616caafc1ec,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
32304846-6e91-429a-a4dc-6bf290e5e1a6,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
323ac5f0-2324-4383-8604-4d0df58c54f1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
32427a64-dcfc-4053-b606-ee94705b2137,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324302fc-9bae-4508-86aa-9a00525f65e5,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0
32773a64-ce7b-4c2e-863b-c239f0e56d94,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
327f5647-9b9b-409f-b23b-9b8be96bacf1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
32806c4d-d32c-4a77-97ee-99425eecb778,1,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0
32b50c9f-976b-4271-a998-25a40a753120,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
32c187c9-28fb-43db-b838-a49ec564160d,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
32c58cfa-dc1f-4e7d-a9f4-ebf10979d655,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
32e47c95-0801-43d5-ad33-3665c025ee98,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
32e5545c-86f2-45a6-9aa6-3c1d2140919b,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0
32f506f1-8051-4c5a-8c34-099250f98d9e,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
32ff6af1-c315-4a46-9f3e-d2f45f82129c,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
3307d336-6596-4985-9a30-0e1a25107b28,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
330d6c18-f024-4d6a-9157-961ee0535a4e,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0
332cefc4-08f6-4a63-8132-e019464cd310,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
33351d42-eeb0-4e4b-af4f-142ea893bd3e,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
3344f918-ece2-44eb-b866-1bb8c09125d1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1
335a0298-aec1-4049-b39b-95a0b364b970,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
3366aa74-5e27-4062-91ce-567a2bb01609,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0
337a4a92-29ea-4428-8dcf-0cb0774fe780,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0
337e8a17-ec31-4a29-999a-58a810264cd3,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0
33802d20-9809-4a62-a5a1-9721b7995c1a,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
338befdf-cda5-4968-8071-3991cf4476d3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1
33958345-79ce-4ffb-8f70-97addac36716,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
33b20a71-c84f-46e2-91a4-2d76655d5aa0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
33bf027c-b78c-4a28-af37-10defc0fe755,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
33f6ccd7-cf67-49ad-8f8e-72025f561e90,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
342b0626-5d3e-4cc1-b745-0e3a2f3132e6,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
3431be0d-eb71-40e4-b5f1-60745da46751,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
3478ccc6-1d07-4723-a602-8b373e22cbf2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
347ec422-9e2a-4405-a495-d467a8c9c61f,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0
34841e21-cd11-4b50-a0da-96eb77f40636,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
348b9bd9-a410-4170-bee0-b46fa01fc530,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
349061e8-0663-48c7-ac24-60c5504895f0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
34d476a9-8f8a-43fe-a7de-418bdd29f16c,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0
34d504f1-93ad-4278-9aef-69d7f8ac7bc6,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
34e50475-bf93-438b-a44e-261f2d6ba926,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
34e6db6e-69e4-414c-bb2d-857a273ae8dc,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
34ea9dbe-93f9-45ad-8ac1-61c2a62a7dd4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
34f1b1f9-9008-4d0a-b697-05543bb437e8,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34fa6b26-e8db-46ff-802e-59acd5599c6e,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
35223a15-0537-4f8b-937d-e0fbb0a06467,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
353036dc-001d-49cb-bdc1-8b7ee83f1ac8,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0
35358784-6e50-44f0-ac39-38ea3623f904,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
353dadcf-e35e-4bea-ad14-0c22d2fa81b0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0
3551a052-0f2f-4335-b835-3d0633390455,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
3568462d-7bf6-497d-b8d2-e0450ca4ee4b,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
356c9739-3b9a-459f-933f-58aec2a5fa00,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
356f4ce8-a26e-4901-a7b2-900089ed64f1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35719e75-12ed-4197-bebe-406f197467a1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3575f1e9-c0dc-43a3-8233-0b31699726de,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
358a3233-6661-43d9-9f2d-bfa1270c156e,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
3594af7a-2f2d-4309-a6ad-762d149e4c72,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0
35ab3e8b-8a6d-4db7-b103-fe5989692f20,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
35b59039-16ab-4a94-b6f3-bc099bff5c03,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
35c10b95-5c66-4714-8fe7-c6faf4ddbbe2,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
35df74a2-99b6-43af-901f-84ac6f11ac88,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
35eada67-cb03-406d-99be-d23392f8e8b9,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0
361ad2c8-93aa-4362-bc92-3c8d72eb9a5d,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
361b79b3-8a6e-46fb-8835-5b2673df4e6b,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3629254f-552b-4569-99db-0b858a6ffc08,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
362e9029-4df8-4e53-8758-afdf720ae221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3635ee88-f5f7-4c51-831e-2fdfa3876fea,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
364e5dd4-0804-4f92-8ff3-59c60747fd48,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0
3652b154-0a3c-4a1e-8cb0-c5f0f89c14ed,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
365581dd-33b9-41e9-b960-29d2fa8cd826,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3657b8ee-13e6-4548-9fde-90d341b599c4,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
36650950-4d4d-4311-917e-803db63e5287,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
366c73a1-84aa-47a2-8c8b-b4ab1c669d1a,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
368e7da4-03e5-46e9-bc19-8b3be942d65d,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
36993876-f8fa-46a9-b559-4eba8eaf329a,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
36afc551-0154-482a-8e1d-6baedbcf7005,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36be5654-338e-4090-b13a-b4dcc369d3cc,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36c1d7ee-d50e-48d6-8cac-ca3fe073b128,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0
36c835a7-0f01-4938-a59c-8361fd269a7e,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36dc8273-8e93-409b-a162-1057db42d107,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0
36de5091-075a-48a3-8906-20266b5cb989,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0
36f78aa0-76b8-489e-b3ac-c1f6158a3f49,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
36fb9ca1-5a1e-4ee6-864a-f85d76fe0931,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3700292d-d357-4a9a-82fb-5b7c498f1368,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
37012f06-4583-4ed7-aab2-73eb8a1b9772,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0
37046bdc-56da-4aa6-952d-6186d0dd4950,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3706279e-f8f8-4b05-9d3d-0dc8f183884e,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
370b6d01-83b9-4cba-b6f8-d5bbc4d1962a,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
37186bfc-1ef8-4251-ab9e-afc59471d776,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
371c3182-fce2-4932-9fa1-c81ff2f67842,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
373f57e5-29e4-4eff-9c7b-04dd71fb2758,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3764d09a-6925-426d-b00e-162b5be07cd5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
376bc6dc-3fb9-4957-bfbb-06acb990b0f9,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
37746085-6eb6-4efb-b876-a460cd552b91,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
377bd801-edaf-4115-b2da-545cb431d066,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0
37833f4d-fecc-4f8c-96aa-f05596f228dd,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
37870b32-668d-4b7e-9ae0-4c374d84ef5a,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37a80f18-9999-4a64-a3b5-cc197514e2fe,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
37aee4a9-d6d7-49bf-a6db-dc3739b11023,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
37cd55cb-4e72-4e09-9684-02eed406538d,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
37e2f3b1-d4c7-4820-9ac4-38f09a1c0ad1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
37f0e45c-5ff5-4eb8-a421-f651b6b31272,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1
38068602-9c8c-4147-8742-cf1afab20b9b,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
380b1a39-5501-4ab8-82d8-17b918bfc7a4,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
382f6e23-89bd-4141-96c0-17f30e79f3c8,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
3847aa34-21de-42ef-82de-9243b2173736,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
384813a0-a69c-485f-bccd-f47d066cac27,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3867f5ea-c06c-46cd-b983-eb99bda367d2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
38680ac7-8927-41aa-addb-52f5577f297b,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
387497bf-81d6-4a03-9955-cf4675f1685f,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
387e41c9-fab5-43b7-a54c-c7f3fd4b9afe,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
388b44b0-75cf-4f84-bab6-83e0b5486fd8,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
38b5a1f6-cb4d-4d19-b580-6dcd8ed21e59,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
38cf5dfd-b3dc-4df8-9d1c-a9c237bc5d69,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0
38d17736-c2e5-4a3c-800c-64ffe37f38fe,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
390316d5-6c5d-4aae-a0ca-934ad23fdf0c,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
390af9d6-f28d-40f9-b5fa-3536c350cb85,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0
3911de3f-ddf2-4e4a-87ee-815ead975674,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
392dc998-9b33-4967-8dff-9221212287b6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
394fa17f-fd2f-4900-8d28-6d0b7cf6f06d,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
3956d364-949d-4d70-97b6-fabce2d82725,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0
395ce5a3-77f6-4d67-bb99-5e5d77563c0f,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0
395e42b7-80d1-467d-a8b3-385474c0caa6,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
395fca1d-de8a-49be-8cca-5ccf28b73328,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0
39727520-40a8-4649-a475-8aebd1411a45,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3982be29-61be-4c4f-a16e-009c6f8a243a,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3983de9f-9006-4cbc-abea-3ad95df958be,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
39931102-d7af-4bb6-89d9-38ff1c306376,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0
39a99074-86e9-40a9-b2c0-92c05441d6f8,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
39addc58-6300-4144-beb3-26460704cbce,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
39d4354f-ddf4-4987-95c3-76e76dc853ca,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
39d6ecae-2919-4b3b-b810-d3abf76b88b8,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
39d7f9e7-6ed5-46a6-b399-dbaed4bb6ab9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
39f1100b-981e-4819-b88e-7dfbf067243d,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3a08efc3-969a-42a3-8a6a-61271f5b7cd1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
3a0e579f-5f7c-47c9-ae23-5dd91818a51b,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0
3a2a61e2-e48e-4ace-9cff-72f2e4bb6ebc,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
3a31e2ab-43f6-499b-9622-6a634f7b19d6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3a375b2b-e872-4912-93d8-5182ba2de301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3a545267-4b49-490f-8de5-e5e5f9620305,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
3a65e3fa-2501-4565-8da3-a6f67048eadf,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3a69eff8-fadf-416c-8888-d0c15adde84a,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0
3a8ff194-8e35-406a-a4b1-72406bb893b4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3a97b384-fd01-4c59-8f83-8396d173a3b4,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3a9c75cb-f2d5-4de4-bd82-77459f40fe8a,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
3a9fcbae-3315-4ebf-83db-426db2a91421,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
3aa379ff-369b-48ad-9a67-f7398641f21d,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3ab34bac-eae5-49eb-9a21-1b79576e64c0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
3b023fe6-9668-4332-9959-afaff1487786,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3b1079e9-df3e-474b-a028-a679d3d1a6ab,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3b18ffa2-6ca9-4916-a27b-dcdc10c77bb9,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3b4169a9-6baa-4709-baf3-d53af08cdc77,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3b460e43-1195-476d-a6b7-3e9c84dde7c6,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
3b4886a9-b010-4558-b92d-cb1206352296,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0
3b5a9e5e-8e72-4c2e-83cb-46438942a01a,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
3b5b0b90-bc9c-4058-865e-6bf268380c53,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
3b646eec-4db5-4611-be6d-012f9c5d7f0b,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
3b7df33d-9c1d-43c5-b1e6-11498ef73598,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
3b85dbed-06e9-44a3-a7f7-2efc15f2a218,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3b86d742-5e6a-4934-b359-44960b2556c3,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
3b8d3c7d-54f0-4555-8eea-e0b4426cf9ea,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3b942241-8653-4297-8a08-a2aee684faf4,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
3b9b9a30-7299-4978-be35-56152702e1b2,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3baeff04-b9b5-4f7c-acbb-c6b9fdaa5a24,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3bb6f590-3880-4e40-a558-e6695d7924b6,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1
3bb7ee16-e03a-450b-845c-8ce3386209e7,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3bb80564-9596-47d1-b478-4f41b1a03811,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3bc2d943-65bf-4b72-ba1e-b6d6617ba83e,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0
3be4d379-a85c-4314-896c-8370ea26fa0b,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1
3c0478b6-23ca-4ab2-8c7c-b6ec37884b41,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0
3c0dcebd-cbf9-466c-bc92-0e36cfbe4093,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0
3c1642fb-7ca7-4e89-8842-238debbc5e8d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c232e09-a91c-4c03-9f2a-24dd2d865655,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0
3c295b87-496e-426a-ad46-913f3d905f75,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
3c31c401-73da-453e-8baa-c4e09d640966,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3c440948-ec9d-42fe-b7bc-a9100a859022,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3c444d1b-e5ac-4f22-b922-31b977fb06f6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
3c6cd5df-b05e-49f2-8f56-2ace643e4622,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
3c6d5025-6474-45a6-9cea-04e4fc2e2047,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
3c6f07c0-b3a5-4e0d-b967-3a5cc263feb7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
3c799508-de81-42d0-ba51-4b5f59fa0eb0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
3c91ed44-559a-41f0-a339-72d70220361e,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
3cbe4a88-33eb-4baf-9e3b-b1b8a260305a,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
3cbe5c67-096f-49ad-a8a9-4334acc3aef8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3cc1add3-80b4-4b42-872f-b0dec209a5b5,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
3ccf5ce6-e085-4436-b4ca-072f21d07bb4,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
3cd3d9f7-80e2-47ab-b95c-cb982a1fcdfd,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
